Num_incidente	Servicio	Tipo_Servicio	Torre
INC002000051640	ROUTE EXPLORER (REX)	Petici¢n de serv. por el usuario	OSS
INC002000051641	WORKPLACE	Petici¢n de serv. por el usuario	ESS
INC002000051642	TRAFUL	Restauraci¢n de servicio a usuario	BSS
INC002000051643	MRR	Petici¢n de serv. por el usuario	BSS
INC002000051644	OMI PLATAFORMAS	Petici¢n de serv. por el usuario	OSS
INC002000051645	NSIM	Restauraci¢n de servicio a usuario	OSS
INC002000051646	BART	Petici¢n de serv. por el usuario	ESS
INC002000051647	GLOBAL SAP	Petici¢n de serv. por el usuario	ESS
INC002000051648	FAST ORDERING (TOMS)	Restauraci¢n de servicio a usuario	BSS
INC002000051649	DUNA	Petici¢n de serv. por el usuario	ESS
INC002000051650	LOGOS	Petici¢n de serv. por el usuario	ESS
INC002000051651	FAST ORDERING (TOMS)	Petici¢n de serv. por el usuario	BSS
INC002000051652	ARAMIS	Petici¢n de serv. por el usuario	BSS
INC002000051653	TRAFUL	Petici¢n de serv. por el usuario	BSS
INC002000051654	REMEDY ON DEMAND	Restauraci¢n de servicio a usuario	BSS
INC002000051655	VPN CONNECT	Petici¢n de serv. por el usuario	INFRA
INC002000051656	LOGOS	Restauraci¢n de servicio a usuario	ESS
INC002000051657	INFRASTRUCTURE CROSS SYSTEM	Restauraci¢n de servicio a usuario	INFRA
INC002000051658	DNS	Petici¢n de serv. por el usuario	INFRA
INC002000051659	DNS	Petici¢n de serv. por el usuario	INFRA
INC002000051660	FAST ORDERING (TOMS)	Restauraci¢n de servicio a usuario	BSS
INC002000051661	VPN CONNECT	Restauraci¢n de servicio a usuario	INFRA
INC002000051662	INFRASTRUCTURE CROSS SYSTEM	Petici¢n de serv. por el usuario	INFRA
INC002000051663	OMI RED	Restauraci¢n de servicio a usuario	OSS
INC002000051664	TRAFUL	Restauraci¢n de servicio a usuario	BSS
INC002000051665	INFRASTRUCTURE CROSS SYSTEM	Restauraci¢n de servicio a usuario	INFRA
INC002000051666	SUGUS	Petici¢n de serv. por el usuario	ESS
INC002000051667	OMI PLATAFORMAS	Restauraci¢n de servicio a usuario	OSS
INC002000051668	OFFICE 365	Restauraci¢n de servicio a usuario	ESS
INC002000051669	BART	Petici¢n de serv. por el usuario	ESS
INC002000051670	SUGUS	Restauraci¢n de servicio a usuario	ESS
INC002000051671	INFRASTRUCTURE CROSS SYSTEM	Restauraci¢n de servicio a usuario	INFRA
INC002000051672	WORKPLACE	Petici¢n de serv. por el usuario	ESS
INC002000051673	SUGUS	Restauraci¢n de servicio a usuario	ESS
INC002000051674	OFFICE 365	Petici¢n de serv. por el usuario	ESS
INC002000051675	REMEDY ON DEMAND	Petici¢n de serv. por el usuario	BSS
INC002000051676	WORKPLACE	Restauraci¢n de servicio a usuario	ESS
INC002000051677	REMEDY ON DEMAND	Restauraci¢n de servicio a usuario	BSS
INC002000051678	MRR	Petici¢n de serv. por el usuario	BSS
INC002000051679	REMEDY ON DEMAND	Restauraci¢n de servicio a usuario	BSS
INC002000051680	ARAMIS	Petici¢n de serv. por el usuario	BSS
INC002000051681	ARAMIS	Petici¢n de serv. por el usuario	BSS
INC002000051682	ARAMIS	Petici¢n de serv. por el usuario	BSS
INC002000051683	TELARIX	Restauraci¢n de servicio a usuario	BSS
INC002000051684	REMEDY ON DEMAND	Petici¢n de serv. por el usuario	BSS
INC002000051685	INFRASTRUCTURE CROSS SYSTEM	Restauraci¢n de servicio a usuario	INFRA
INC002000051686	SOLARWINDS	Petici¢n de serv. por el usuario	OSS
INC002000051687	BI_EN	Petici¢n de serv. por el usuario	BSS
INC002000051688	VPN CONNECT	Petici¢n de serv. por el usuario	INFRA
INC002000051689	VPN CONNECT	Petici¢n de serv. por el usuario	INFRA
INC002000051690	SUGUS	Petici¢n de serv. por el usuario	ESS
INC002000051691	TRAFUL	Petici¢n de serv. por el usuario	BSS
INC002000051692	OFFICE 365	Restauraci¢n de servicio a usuario	ESS
INC002000051693	DUNA	Petici¢n de serv. por el usuario	ESS
INC002000051694	NIFI	Restauraci¢n de servicio a usuario	OSS
INC002000051695	LOGOS	Restauraci¢n de servicio a usuario	ESS
INC002000051696	CORPORATE EMAIL	Restauraci¢n de servicio a usuario	ESS
INC002000051697	WORKPLACE	Restauraci¢n de servicio a usuario	ESS
INC002000051698	REMEDY ON DEMAND	Petici¢n de serv. por el usuario	BSS
INC002000051699	VPN CONNECT	Petici¢n de serv. por el usuario	INFRA
INC002000051700	INFRASTRUCTURE CROSS SYSTEM	Petici¢n de serv. por el usuario	INFRA
INC002000051701	CLOUD4U (VM2U)	Petici¢n de serv. por el usuario	INFRA
INC002000051702	WORKPLACE	Restauraci¢n de servicio a usuario	ESS
INC002000051703	WORKPLACE	Petici¢n de serv. por el usuario	ESS
INC002000051704	REMEDY ON DEMAND	Restauraci¢n de servicio a usuario	BSS
INC002000051705	INFINITY - SALESFORCE	Petici¢n de serv. por el usuario	BSS
INC002000051706	LOGOS	Restauraci¢n de servicio a usuario	ESS
INC002000051707	CORPORATE EMAIL	Petici¢n de serv. por el usuario	ESS
INC002000051708	CORPORATE EMAIL	Petici¢n de serv. por el usuario	ESS
INC002000051709	REMEDY ON DEMAND	Petici¢n de serv. por el usuario	BSS
INC002000051710	FAST ORDERING (TOMS)	Restauraci¢n de servicio a usuario	BSS
INC002000051711	TRAFUL	Petici¢n de serv. por el usuario	BSS
INC002000051712	FAST ORDERING (TOMS)	Restauraci¢n de servicio a usuario	BSS
INC002000051713	GLOBAL SAP	Petici¢n de serv. por el usuario	ESS
INC002000051714	OMI PLATAFORMAS	Restauraci¢n de servicio a usuario	OSS
INC002000051715	BI_EN	Petici¢n de serv. por el usuario	BSS
INC002000051716	PANGEA	Restauraci¢n de servicio a usuario	OSS
INC002000051717	WORKPLACE	Petici¢n de serv. por el usuario	ESS
INC002000051718	WORKPLACE	Restauraci¢n de servicio a usuario	ESS
INC002000051719	OFFICE 365	Petici¢n de serv. por el usuario	ESS
INC002000051720	REMEDY ON DEMAND	Restauraci¢n de servicio a usuario	BSS
INC002000051721	HORIZON VIEW (VDI)	Petici¢n de serv. por el usuario	INFRA
INC002000051722	FAST RBM	Restauraci¢n de servicio a usuario	BSS
INC002000051723	OMI RED	Restauraci¢n de servicio a usuario	OSS
INC002000051724	FAST RBM	Restauraci¢n de servicio a usuario	BSS
INC002000051725	TELARIX	Restauraci¢n de servicio a usuario	BSS
INC002000051726	REMEDY ON DEMAND	Restauraci¢n de servicio a usuario	BSS
INC002000051727	DUNA	Restauraci¢n de servicio a usuario	ESS
INC002000051728	BI_EN	Petici¢n de serv. por el usuario	BSS
INC002000051729	FAST ORDERING (TOMS)	Restauraci¢n de servicio a usuario	BSS
INC002000051730	SPLUNK	Petici¢n de serv. por el usuario	ESS
INC002000051731	FAST ORDERING (TOMS)	Restauraci¢n de servicio a usuario	BSS
INC002000051732	FAST ORDERING (TOMS)	Restauraci¢n de servicio a usuario	BSS
INC002000051733	REMEDY ON DEMAND	Restauraci¢n de servicio a usuario	BSS
INC002000051734	REMEDY ON DEMAND	Petici¢n de serv. por el usuario	BSS
INC002000051735	QUALITY TABLEAU	Restauraci¢n de servicio a usuario	BSS
INC002000051736	SPLUNK	Restauraci¢n de servicio a usuario	ESS
INC002000051737	GLOBAL CTI	Petici¢n de serv. por el usuario	ESS
INC002000051738	CORPORATE EMAIL	Petici¢n de serv. por el usuario	ESS
INC002000051739	DUNA	Petici¢n de serv. por el usuario	ESS
INC002000051740	ESB (JBOSS-FUSE)	Petici¢n de serv. por el usuario	BSS
INC002000051741	ESB (JBOSS-FUSE)	Petici¢n de serv. por el usuario	BSS
INC002000051742	ESB (JBOSS-FUSE)	Petici¢n de serv. por el usuario	BSS
INC002000051743	ESB (JBOSS-FUSE)	Petici¢n de serv. por el usuario	BSS
INC002000051744	TACACS AAA	Restauraci¢n de servicio a usuario	INFRA
INC002000051745	REMEDY ON DEMAND	Petici¢n de serv. por el usuario	BSS
INC002000051746	FAST ORDERING (TOMS)	Restauraci¢n de servicio a usuario	BSS
INC002000051747	REMEDY ON DEMAND	Restauraci¢n de servicio a usuario	BSS
INC002000051748	BI_EN	Restauraci¢n de servicio a usuario	BSS
INC002000051749	TELESAP	Petici¢n de serv. por el usuario	BSS
INC002000051750	CORPORATE EMAIL	Restauraci¢n de servicio a usuario	ESS
INC002000051751	GLOBAL SAP	Petici¢n de serv. por el usuario	ESS
INC002000051752	FAST ORDERING (TOMS)	Restauraci¢n de servicio a usuario	BSS
INC002000051753	SPLUNK	Petici¢n de serv. por el usuario	ESS
INC002000051754	DUNA	Restauraci¢n de servicio a usuario	ESS
INC002000051755	REMEDY ON DEMAND	Petici¢n de serv. por el usuario	BSS
INC002000051756	TELARIX	Restauraci¢n de servicio a usuario	BSS
INC002000051757	VITA	Petici¢n de serv. por el usuario	OSS
INC002000051758	BI_EN	Petici¢n de serv. por el usuario	BSS
INC002000051759	IT CMDB	Restauraci¢n de servicio a usuario	INFRA
INC002000051760	BART	Petici¢n de serv. por el usuario	ESS
INC002000051761	SOLARWINDS	Petici¢n de serv. por el usuario	OSS
INC002000051762	DNS	Restauraci¢n de servicio a usuario	INFRA
INC002000051763	BI_EN	Petici¢n de serv. por el usuario	BSS
INC002000051764	FAST ORDERING (TOMS)	Petici¢n de serv. por el usuario	BSS
INC002000051765	NIFI	Restauraci¢n de servicio a usuario	OSS
INC002000051766	SPLUNK	Restauraci¢n de servicio a usuario	ESS
INC002000051767	ROUTE EXPLORER (REX)	Petici¢n de serv. por el usuario	OSS
INC002000051768	SPLUNK	Restauraci¢n de servicio a usuario	ESS
INC002000051769	PANGEA	Restauraci¢n de servicio a usuario	OSS
INC002000051770	OMI PLATAFORMAS	Restauraci¢n de servicio a usuario	OSS
INC002000051771	OMI PLATAFORMAS	Restauraci¢n de servicio a usuario	OSS
INC002000051772	BI_EN	Petici¢n de serv. por el usuario	BSS
INC002000051773	SOLARWINDS	Restauraci¢n de servicio a usuario	OSS
INC002000051774	iTELEPHONY	Restauraci¢n de servicio a usuario	ESS
INC002000051775	OFFICE 365	Petici¢n de serv. por el usuario	ESS
INC002000051776	PANGEA	Restauraci¢n de servicio a usuario	OSS
INC002000051777	WORKPLACE	Petici¢n de serv. por el usuario	ESS
INC002000051778	iTELEPHONY	Restauraci¢n de servicio a usuario	ESS
INC002000051779	SOLARWINDS	Restauraci¢n de servicio a usuario	OSS
INC002000051780	WORKPLACE	Petici¢n de serv. por el usuario	ESS
INC002000051781	WORKPLACE	Petici¢n de serv. por el usuario	ESS
INC002000051782	DATAWAREHOUSE-POWERCENTER-BO	Restauraci¢n de servicio a usuario	BSS
INC002000051783	TABLEAU	Petici¢n de serv. por el usuario	BSS
INC002000051784	TABLEAU	Petici¢n de serv. por el usuario	BSS
INC002000051785	FAST RBM	Restauraci¢n de servicio a usuario	BSS
INC002000051786	WORKPLACE	Restauraci¢n de servicio a usuario	ESS
INC002000051787	DATAWAREHOUSE-POWERCENTER-BO	Restauraci¢n de servicio a usuario	BSS
INC002000051788	INFRASTRUCTURE CROSS SYSTEM	Petici¢n de serv. por el usuario	INFRA
INC002000051789	iTELEPHONY	Restauraci¢n de servicio a usuario	ESS
INC002000051790	DATAWAREHOUSE-POWERCENTER-BO	Petici¢n de serv. por el usuario	BSS
INC002000051791	DATAWAREHOUSE-POWERCENTER-BO	Restauraci¢n de servicio a usuario	BSS
INC002000051792	SPLUNK	Restauraci¢n de servicio a usuario	ESS
INC002000051793	REMEDY ON DEMAND	Petici¢n de serv. por el usuario	BSS
INC002000051794	MAQUINA DE SALTO	Petici¢n de serv. por el usuario	OSS
INC002000051795	PROXY INVERSO	Restauraci¢n de servicio a usuario	INFRA
INC002000051796	WORKPLACE	Restauraci¢n de servicio a usuario	ESS
INC002000051797	TRAFUL	Restauraci¢n de servicio a usuario	BSS
INC002000051798	FAST ORDERING (TOMS)	Petici¢n de serv. por el usuario	BSS
INC002000051799	WORKPLACE	Restauraci¢n de servicio a usuario	ESS
INC002000051800	SUGUS	Restauraci¢n de servicio a usuario	ESS
INC002000051801	LOGOS	Restauraci¢n de servicio a usuario	ESS
INC002000051802	OFFICE 365	Restauraci¢n de servicio a usuario	ESS
INC002000051803	ESB (JBOSS-FUSE)	Petici¢n de serv. por el usuario	BSS
INC002000051804	ESB (JBOSS-FUSE)	Petici¢n de serv. por el usuario	BSS
INC002000051805	INFRASTRUCTURE CROSS SYSTEM	Petici¢n de serv. por el usuario	INFRA
INC002000051806	SOLARWINDS	Petici¢n de serv. por el usuario	OSS
INC002000051807	DATAWAREHOUSE-POWERCENTER-BO	Petici¢n de serv. por el usuario	BSS
INC002000051808	SPLUNK	Restauraci¢n de servicio a usuario	ESS
INC002000051809	REMEDY ON DEMAND	Restauraci¢n de servicio a usuario	BSS
INC002000051810	WORKPLACE	Petici¢n de serv. por el usuario	ESS
INC002000051811	BI_EN	Petici¢n de serv. por el usuario	BSS
INC002000051812	LOGOS	Petici¢n de serv. por el usuario	ESS
INC002000051813	NSIM	Petici¢n de serv. por el usuario	OSS
INC002000051814	REMEDY ON DEMAND	Restauraci¢n de servicio a usuario	BSS
INC002000051815	REMEDY ON DEMAND	Restauraci¢n de servicio a usuario	BSS
INC002000051816	WORKPLACE	Restauraci¢n de servicio a usuario	ESS
INC002000051817	DUNA	Petici¢n de serv. por el usuario	ESS
INC002000051818	TRAFUL	Restauraci¢n de servicio a usuario	BSS
INC002000051819	ESB (JBOSS-FUSE)	Restauraci¢n de servicio a usuario	BSS
INC002000051820	TRAFUL	Restauraci¢n de servicio a usuario	BSS
INC002000051821	SOLARWINDS	Restauraci¢n de servicio a usuario	OSS
INC002000051822	ESB (JBOSS-FUSE)	Restauraci¢n de servicio a usuario	BSS
INC002000051823	REMEDY ON DEMAND	Restauraci¢n de servicio a usuario	BSS
INC002000051824	TRAFUL	Restauraci¢n de servicio a usuario	BSS
INC002000051825	INFRASTRUCTURE CROSS SYSTEM	Restauraci¢n de servicio a usuario	INFRA
INC002000051826	DEVOPS	Restauraci¢n de servicio a usuario	OSS
INC002000051827	PANGEA	Restauraci¢n de servicio a usuario	OSS
INC002000051828	WORKPLACE	Restauraci¢n de servicio a usuario	ESS
INC002000051829	OMI RED	Petici¢n de serv. por el usuario	OSS
INC002000051830	OFFICE 365	Restauraci¢n de servicio a usuario	ESS
INC002000051831	WORKPLACE	Restauraci¢n de servicio a usuario	ESS
INC002000051832	WORKPLACE	Restauraci¢n de servicio a usuario	ESS
INC002000051833	FAST	Petici¢n de serv. por el usuario	BSS
INC002000051834	WORKPLACE	Petici¢n de serv. por el usuario	ESS
INC002000051835	OSS PROVISION	Petici¢n de serv. por el usuario	OSS
INC002000051836	WORKPLACE	Petici¢n de serv. por el usuario	ESS
INC002000051837	WORKPLACE	Petici¢n de serv. por el usuario	ESS
INC002000051838	WORKPLACE	Petici¢n de serv. por el usuario	ESS
INC002000051839	REMEDY ON DEMAND	Petici¢n de serv. por el usuario	BSS
INC002000051840	INFRASTRUCTURE CROSS SYSTEM	Restauraci¢n de servicio a usuario	INFRA
INC002000051841	DATAWAREHOUSE-POWERCENTER-BO	Petici¢n de serv. por el usuario	BSS
INC002000051842	TELARIX	Restauraci¢n de servicio a usuario	BSS
INC002000051843	OSS PROVISION	Petici¢n de serv. por el usuario	OSS
INC002000051844	DNS	Petici¢n de serv. por el usuario	INFRA
INC002000051845	TRAFUL	Restauraci¢n de servicio a usuario	BSS
INC002000051846	CUSTOMER WEB PORTAL	Petici¢n de serv. por el usuario	BSS
INC002000051847	BI_EN	Restauraci¢n de servicio a usuario	BSS
INC002000051848	GLOBAL SAP	Restauraci¢n de servicio a usuario	ESS
INC002000051849	WORKPLACE	Petici¢n de serv. por el usuario	ESS
INC002000051850	TELARIX	Restauraci¢n de servicio a usuario	BSS
INC002000051851	REMEDY ON DEMAND	Petici¢n de serv. por el usuario	BSS
INC002000051852	FAST RBM	Restauraci¢n de servicio a usuario	BSS
INC002000051853	REMEDY ON DEMAND	Petici¢n de serv. por el usuario	BSS
INC002000051854	WORKPLACE	Restauraci¢n de servicio a usuario	ESS
INC002000051855	DATAWAREHOUSE-POWERCENTER-BO	Petici¢n de serv. por el usuario	BSS
INC002000051856	SPLUNK	Restauraci¢n de servicio a usuario	ESS
INC002000051857	TABLEAU	Petici¢n de serv. por el usuario	BSS
INC002000051858	WORKPLACE	Restauraci¢n de servicio a usuario	ESS
INC002000051859	SOLARWINDS	Restauraci¢n de servicio a usuario	OSS
INC002000051860	REMEDY ON DEMAND	Petici¢n de serv. por el usuario	BSS
INC002000051861	TRAFUL	Petici¢n de serv. por el usuario	BSS
INC002000051862	REMEDY ON DEMAND	Petici¢n de serv. por el usuario	BSS
INC002000051863	CORPORATE EMAIL	Restauraci¢n de servicio a usuario	ESS
INC002000051864	GLOBAL SAP	Petici¢n de serv. por el usuario	ESS
INC002000051865	GLOBAL SAP	Petici¢n de serv. por el usuario	ESS
INC002000051866	WORKPLACE	Petici¢n de serv. por el usuario	ESS
INC002000051867	WORKPLACE	Petici¢n de serv. por el usuario	ESS
INC002000051868	SOLARWINDS	Petici¢n de serv. por el usuario	OSS
INC002000051869	CORPORATE EMAIL	Restauraci¢n de servicio a usuario	ESS
INC002000051870	INFINITY - SALESFORCE	Restauraci¢n de servicio a usuario	BSS
INC002000051871	SECURITY INCIDENT	Petici¢n de serv. por el usuario	SEGURIDAD
INC002000051872	CORPORATE EMAIL	Restauraci¢n de servicio a usuario	ESS
INC002000051873	FAST ORDERING (TOMS)	Petici¢n de serv. por el usuario	BSS
INC002000051874	WORKPLACE	Restauraci¢n de servicio a usuario	ESS
INC002000051875	PANGEA	Petici¢n de serv. por el usuario	OSS
INC002000051876	REMEDY ON DEMAND	Petici¢n de serv. por el usuario	BSS
INC002000051877	SUGUS	Petici¢n de serv. por el usuario	ESS
INC002000051878	TACACS AAA	Petici¢n de serv. por el usuario	INFRA
INC002000051879	REMEDY ON DEMAND	Petici¢n de serv. por el usuario	BSS
INC002000051880	FAST	Petici¢n de serv. por el usuario	BSS
INC002000051881	FAST	Petici¢n de serv. por el usuario	BSS
INC002000051882	FAST ORDERING (TOMS)	Restauraci¢n de servicio a usuario	BSS
INC002000051883	DUNA	Restauraci¢n de servicio a usuario	ESS
INC002000051884	REMEDY ON DEMAND	Petici¢n de serv. por el usuario	BSS
INC002000051885	REMEDY ON DEMAND	Petici¢n de serv. por el usuario	BSS
INC002000051886	VPN CONNECT	Restauraci¢n de servicio a usuario	INFRA
INC002000051887	INFRASTRUCTURE CROSS SYSTEM	Restauraci¢n de servicio a usuario	INFRA
INC002000051888	TRAFUL	Petici¢n de serv. por el usuario	BSS
INC002000051889	OMI RED	Restauraci¢n de servicio a usuario	OSS
INC002000051890	REMEDY ON DEMAND	Petici¢n de serv. por el usuario	BSS
INC002000051891	FAST ORDERING (TOMS)	Petici¢n de serv. por el usuario	BSS
INC002000051892	REMEDY ON DEMAND	Restauraci¢n de servicio a usuario	BSS
INC002000051893	FAST RBM	Restauraci¢n de servicio a usuario	BSS
INC002000051894	DUNA	Restauraci¢n de servicio a usuario	ESS
INC002000051895	FAST RBM	Restauraci¢n de servicio a usuario	BSS
INC002000051897	CISCO - NSO TAIL-F	Restauraci¢n de servicio a usuario	OSS
INC002000051898	TRAFUL	Petici¢n de serv. por el usuario	BSS
INC002000051899	FAST ORDERING (TOMS)	Restauraci¢n de servicio a usuario	BSS
INC002000051900	TEAMS	Petici¢n de serv. por el usuario	ESS
INC002000051901	TABLEAU	Petici¢n de serv. por el usuario	BSS
INC002000051902	DATAWAREHOUSE-POWERCENTER-BO	Petici¢n de serv. por el usuario	BSS
INC002000051903	WORKPLACE	Restauraci¢n de servicio a usuario	ESS
INC002000051904	INFINITY - SALESFORCE	Petici¢n de serv. por el usuario	BSS
INC002000051905	REMEDY ON DEMAND	Petici¢n de serv. por el usuario	BSS
INC002000051906	TRAFUL	Petici¢n de serv. por el usuario	BSS
INC002000051907	OSS PROVISION	Petici¢n de serv. por el usuario	OSS
INC002000051908	DUNA	Restauraci¢n de servicio a usuario	ESS
INC002000051909	WORKPLACE	Petici¢n de serv. por el usuario	ESS
INC002000051910	WORKPLACE	Petici¢n de serv. por el usuario	ESS
INC002000051911	WORKPLACE	Petici¢n de serv. por el usuario	ESS
INC002000051912	SOLARWINDS	Petici¢n de serv. por el usuario	OSS
INC002000051913	FAST ORDERING (TOMS)	Restauraci¢n de servicio a usuario	BSS
INC002000051914	OMI RED	Restauraci¢n de servicio a usuario	OSS
INC002000051915	SOLARWINDS	Petici¢n de serv. por el usuario	OSS
INC002000051916	DUNA	Restauraci¢n de servicio a usuario	ESS
INC002000051917	CORPORATE EMAIL	Petici¢n de serv. por el usuario	ESS
INC002000051918	MAQUINA DE SALTO	Restauraci¢n de servicio a usuario	OSS
INC002000051919	WORKPLACE	Restauraci¢n de servicio a usuario	ESS
INC002000051920	SUGUS	Petici¢n de serv. por el usuario	ESS
INC002000051921	VPN CONNECT	Petici¢n de serv. por el usuario	INFRA
INC002000051922	REMEDY ON DEMAND	Petici¢n de serv. por el usuario	BSS
INC002000051923	BI_EN	Restauraci¢n de servicio a usuario	BSS
INC002000051924	WORKPLACE	Petici¢n de serv. por el usuario	ESS
INC002000051925	NSIM	Petici¢n de serv. por el usuario	OSS
INC002000051926	BI_EN	Petici¢n de serv. por el usuario	BSS
INC002000051927	GLOBAL SAP	Petici¢n de serv. por el usuario	ESS
INC002000051928	VPN	Petici¢n de serv. por el usuario	INFRA
INC002000051929	INFINITY - SALESFORCE	Petici¢n de serv. por el usuario	BSS
INC002000051930	CISCO - NSO TAIL-F	Restauraci¢n de servicio a usuario	OSS
INC002000051931	SUGUS	Petici¢n de serv. por el usuario	ESS
INC002000051932	ARAMIS	Petici¢n de serv. por el usuario	BSS
INC002000051933	DNS	Petici¢n de serv. por el usuario	INFRA
INC002000051934	OFFICE 365	Restauraci¢n de servicio a usuario	ESS
INC002000051935	GLOBAL SAP	Petici¢n de serv. por el usuario	ESS
INC002000051936	DUNA	Restauraci¢n de servicio a usuario	ESS
INC002000051937	WORKPLACE	Petici¢n de serv. por el usuario	ESS
INC002000051938	REMEDY ON DEMAND	Restauraci¢n de servicio a usuario	BSS
INC002000051939	WORKPLACE	Restauraci¢n de servicio a usuario	ESS
INC002000051940	SOLARWINDS	Restauraci¢n de servicio a usuario	OSS
INC002000051941	DUNA	Restauraci¢n de servicio a usuario	ESS
INC002000051942	OMI PLATAFORMAS	Petici¢n de serv. por el usuario	OSS
INC002000051943	ALCHEMY	Petici¢n de serv. por el usuario	OSS
INC002000051944	REMEDY ON DEMAND	Restauraci¢n de servicio a usuario	BSS
INC002000051945	OMI RED	Petici¢n de serv. por el usuario	OSS
INC002000051946	SOLARWINDS	Restauraci¢n de servicio a usuario	OSS
INC002000051947	SUGUS	Petici¢n de serv. por el usuario	ESS
INC002000051948	REMEDY ON DEMAND	Petici¢n de serv. por el usuario	BSS
INC002000051949	TELARIX	Restauraci¢n de servicio a usuario	BSS
INC002000051950	VPN CONNECT	Petici¢n de serv. por el usuario	INFRA
INC002000051951	REMEDY ON DEMAND	Restauraci¢n de servicio a usuario	BSS
INC002000051952	INFINITY - SALESFORCE	Petici¢n de serv. por el usuario	BSS
INC002000051953	BI_EN	Restauraci¢n de servicio a usuario	BSS
INC002000051954	WORKPLACE	Petici¢n de serv. por el usuario	ESS
INC002000051955	SUGUS	Petici¢n de serv. por el usuario	ESS
INC002000051956	BI_EN	Restauraci¢n de servicio a usuario	BSS
INC002000051957	FAST RBM	Restauraci¢n de servicio a usuario	BSS
INC002000051958	TACACS AAA	Petici¢n de serv. por el usuario	INFRA
INC002000051959	SPLUNK	Restauraci¢n de servicio a usuario	ESS
INC002000051960	OMI PLATAFORMAS	Restauraci¢n de servicio a usuario	OSS
INC002000051961	FAST ORDERING (TOMS)	Restauraci¢n de servicio a usuario	BSS
INC002000051962	INFINITY - SALESFORCE	Petici¢n de serv. por el usuario	BSS
INC002000051963	CORPORATE EMAIL	Petici¢n de serv. por el usuario	ESS
INC002000051964	REMEDY ON DEMAND	Petici¢n de serv. por el usuario	BSS
INC002000051965	CONCILIATION TOOL	Petici¢n de serv. por el usuario	BSS
INC002000051966	vMANAGE	Petici¢n de serv. por el usuario	INFRA
INC002000051967	DUNA	Restauraci¢n de servicio a usuario	ESS
INC002000051968	MERAKI	Restauraci¢n de servicio a usuario	INFRA
INC002000051969	DUNA	Petici¢n de serv. por el usuario	ESS
INC002000051970	FAST ORDERING (TOMS)	Petici¢n de serv. por el usuario	BSS
INC002000051971	BI_EN	Petici¢n de serv. por el usuario	BSS
INC002000051972	OFFICE 365	Petici¢n de serv. por el usuario	ESS
INC002000051973	FAST ORDERING (TOMS)	Restauraci¢n de servicio a usuario	BSS
INC002000051974	CORPORATE EMAIL	Petici¢n de serv. por el usuario	ESS
INC002000051975	FAST ORDERING (TOMS)	Petici¢n de serv. por el usuario	BSS
INC002000051976	NETROUNDS	Petici¢n de serv. por el usuario	OSS
INC002000051977	GENERAL SERVICES	Petici¢n de serv. por el usuario	SERVICIOS GENERALES
INC002000051978	DUNA	Petici¢n de serv. por el usuario	ESS
INC002000051979	vMANAGE	Petici¢n de serv. por el usuario	INFRA
INC002000051980	DATAWAREHOUSE-POWERCENTER-BO	Petici¢n de serv. por el usuario	BSS
INC002000051981	GENERAL SERVICES	Petici¢n de serv. por el usuario	SERVICIOS GENERALES
INC002000051982	SECURITY INCIDENT	Petici¢n de serv. por el usuario	SEGURIDAD
INC002000051983	REMEDY ON DEMAND	Restauraci¢n de servicio a usuario	BSS
INC002000051984	SOLARWINDS	Petici¢n de serv. por el usuario	OSS
INC002000051985	TACACS AAA	Petici¢n de serv. por el usuario	INFRA
INC002000051986	SUGUS	Restauraci¢n de servicio a usuario	ESS
INC002000051987	OMI PLATAFORMAS	Restauraci¢n de servicio a usuario	OSS
INC002000051988	OMI PLATAFORMAS	Restauraci¢n de servicio a usuario	OSS
INC002000051989	GLOBAL SAP	Restauraci¢n de servicio a usuario	ESS
INC002000051990	CLOUD4U (VM2U)	Restauraci¢n de servicio a usuario	INFRA
INC002000051991	PANGEA	Petici¢n de serv. por el usuario	OSS
INC002000051992	TRAFUL	Restauraci¢n de servicio a usuario	BSS
INC002000051993	OMI PLATAFORMAS	Restauraci¢n de servicio a usuario	OSS
INC002000051994	WORKPLACE	Petici¢n de serv. por el usuario	ESS
INC002000051995	FAST ORDERING (TOMS)	Petici¢n de serv. por el usuario	BSS
INC002000051996	WORKPLACE	Petici¢n de serv. por el usuario	ESS
INC002000051997	OMI PLATAFORMAS	Petici¢n de serv. por el usuario	OSS
INC002000051998	INFRASTRUCTURE CROSS SYSTEM	Petici¢n de serv. por el usuario	INFRA
INC002000051999	WORKPLACE	Restauraci¢n de servicio a usuario	ESS
INC002000052000	ARAMIS	Petici¢n de serv. por el usuario	BSS
INC002000052001	CORPORATE EMAIL	Petici¢n de serv. por el usuario	ESS
INC002000052002	WORKPLACE	Petici¢n de serv. por el usuario	ESS
INC002000052003	SPLUNK	Petici¢n de serv. por el usuario	ESS
INC002000052004	WORKPLACE	Petici¢n de serv. por el usuario	ESS
INC002000052005	CISCO - NSO TAIL-F	Restauraci¢n de servicio a usuario	OSS
INC002000052006	INFINITY - SALESFORCE	Restauraci¢n de servicio a usuario	BSS
INC002000052007	REMEDY ON DEMAND	Restauraci¢n de servicio a usuario	BSS
INC002000052008	SUGUS	Restauraci¢n de servicio a usuario	ESS
INC002000052009	TRAFUL	Petici¢n de serv. por el usuario	BSS
INC002000052010	CROSS	Petici¢n de serv. por el usuario	ESS
INC002000052011	OMI RED	Restauraci¢n de servicio a usuario	OSS
